indicator_data year,ISO Country code_,surface area (Km2)_,population_2017,population_2018,population_2019,population_2020,population_2021,,GINI index_varies by country,happy planet index_2016,happy planet index_2017,happy planet index_2018,happy planet index_2019,happy planet index_2020,human development index_2017,human development index_2018,human development index_2019,human development index_2020,human development index_2021,sustainable economic development assessment (SEDA)_2018,,GDP growth(annual %)_2017,GDP growth(annual %)_2018,GDP growth(annual %)_2019,GDP growth(annual %)_2020,GDP growth(annual %)_2021,GDP ($ USD billions PPP)_2018,GDP ($ USD billions PPP)_2019,GDP ($ USD billions PPP)_2020,GDP ($ USD billions PPP)_2021,GDP per capita in $ (PPP)_2018,GDP per capita in $ (PPP)_2019,GDP per capita in $ (PPP)_2020,GDP per capita in $ (PPP)_2021,Economic Growth_2018,Economic Growth_2021,,health expenditure % of GDP_2014,health expenditure % of GDP_2015,health expenditure % of GDP_2016,health expenditure % of GDP_2017,health expenditure % of GDP_2018,health expenditure % of GDP_2019,health expenditure % of GDP_2020,health expenditure % of GDP_2021,health expenditure per person_2015,health expenditure per person_2018,health expenditure per person_2019,infant mortality_2020,"maternal mortality per 100,000 live births_2017",,education expenditure% of GDP_2014,education expenditure% of GDP_2018,education expenditure% of GDP_2021,Education as % of GDP_2018,Education as % of GDP_2021,% of primary school aged kids out of school_2018,% of primary school aged kids out of school_2021,,unemployment (%)_2017,unemployment (%)_2018,unemployment (%)_2019,unemployment (%)_2020,unemployment (%)_2021,% of population in extreme poverty_2021,% of population with access to electricity_2020,,political rights score_2018,political rights score_2022,civil liberties score_2018,civil liberties score_2022,political stability and absence of violence_2017,political stability and absence of violence_2021,government effectiveness_2017,government effectiveness_2021,regulatory quality_2017,regulatory quality_2021,rule of law_2017,rule of law_2021,control of corruption_2017,control of corruption_2021,judicial effectiveness score_2018,judicial effectiveness score_2022,government integrity score_2018,government integrity score_2022,overall economic freedom score_2017,overall economic freedom score_2022,financial freedom score_2018,financial freedom score_2022,government expenditure (% of GDP)_2018,,CO2e emissions per capita_2015,CO2e emissions per capita_2016,CO2e emissions per capita_2017,CO2e emissions per capita_2018,CO2e emissions per capita_2019,share of electricity from renewables generation_2015,,% of seats held by women in national parliaments_2017,% of seats held by women in national parliaments_2018,% of seats held by women in national parliaments_2019,% of seats held by women in national parliaments_2020,% of seats held by women in national parliaments_2021,Military Spending as % of GDP_2017,Military Spending as % of GDP_2018,Military Spending as % of GDP_2019,Military Spending as % of GDP_2020,Military Spending as % of GDP_2021
Bhutan,BTN,38394,756121,762096,767459,772506,777486,,38.8,28.6,-,-,36.7,-,0.612,0.658,0.671,0.668,0.666,47.7,,4.651834675,7.7,5.755169993,-10.07634116,4.087618798,8.561219215,9.053931934,8.141626865,8.48,11619.55747,12365.51384,11129.30845,11983.3,3.055129837,-10.08,,6.04489994,7.590099812,6.993330002,7.225739956,6.850840092,5.675891876,-,5.68,287,102.7385178,115.9807587,36.1,183,,5.903329849,6.850840092,5.675891876,6.850840092,5.68,8.136190414,3.654220104,,2.45,2.4,2.5,3.65,4.331999779,-,100,,28,29,27,32,1.13,0.973133087,0.56,0.796326637,-0.33,-0.368813068,0.63,0.635634661,1.57,1.553735256,51.6,60.9,50.9,73.5,61.8,59.3,30,30,30.5,,1.04,1.24,1.28,1.38,1.375977209,1,,8.5,14.89361702,15,14.9,17.0212766,-,-,-,-,-
Bolivia,BOL,1083301,11435533,11606905,11777315,11936162,12079472,,47,23.3,44,45.9,45,43.8,0.693,0.714,0.717,0.694,0.692,44.8,,4.195206301,4.8,2.216705778,6.105804204,6.105804225,98.26746087,100.4457612,91.66892676,97.26605194,8862.313088,9092.687044,8283.131195,9030.387681,4.223623653,6.105804204,,8.260000229,8.93999958,8.850000381,8.659999847,8.899999619,-,-,8.9,446,235.700882,245.9234772,13.1,155,,7.285349846,8.899999619,-,8.899999619,-,6.787089825,4.900499821,,3.65,3.7,3.82,7.9,8.508999825,0.9,97.55412292,,28,27,39,39,-0.3,-0.318567306,-0.39,-0.731921494,-0.9,-1.153909087,-1.21,-1.163192868,-0.66,-0.86410296,11.4,28.4,23.1,28.7,44.1,43,40,40,42.2,,1.87,1.95,1.99,2,1.940398005,0.325,,53.1,53.07692308,53,46.2,46.15384615,574.1,602.9,593.2,510.5,625.3
Bosnia and Herzegovina,BIH,51187,3440027,3400129,3360711,3318407,3270943,,33.8,25.3,42.9,47.7,47.8,45.6,0.768,0.776,0.783,0.781,0.78,50.2,,3.171434907,2.8,2.831001308,7.102238832,7.54559113,47.82049656,49.17429549,47.64040637,51.02394181,14918.48516,15711.2377,15598.43034,16846.45586,3.740072968,7.102238832,,-,-,-,-,-,-,-,-,1102,539.9100342,553.822937,2.2,10,,-,-,-,-,-,13.28474045,-,,20.53,25.8,15.69,15.27,15.21500015,-,100,,21,19,34,34,-0.38,-0.380582392,-0.48,-1.041251063,-0.15,-0.178626731,-0.21,-0.278892189,-0.52,-0.643698514,43.7,37.2,28.4,33.4,61.4,63.4,60,60,44.1,,5.57,6.42,6.59,6.65,6.382918043,0.367,,21.4,21.42857143,21,26.2,26.19047619,156.3,172.1,165.4,167.5,192.2
Botswana,BWA,566730,2401840,2451409,2499702,2546402,2588423,,60.5,16.6,31.5,31.5,31.9,-,0.717,0.716,0.717,0.713,0.693,44.1,,4.113056143,-0.3,3.032598741,11.36413637,11.37002186,36.56639329,37.79096894,34.49317392,38.41302524,16609.96253,17096.78778,15471.09481,17603.72675,3.98039539,11.36413637,,-,7.806508541,7.974824905,7.299754143,6.721307278,6.914368629,8.739999771,8.74,970,494.1954651,481.5330505,77.5,144,,-,6.721307278,8.739999771,6.721307278,8.739999771,-,-,,21.57,18.4,22.61,24.93,24.72200012,-,71.99475861,,28,28,44,44,1.03,0.978377819,0.43,0.354068398,0.46,0.614231944,0.51,0.481632829,0.8,0.685204029,54.7,70.1,56.6,61.4,69.9,64.8,70,70,34.9,,3.01,2.82,3.05,2.98,3.147107071,0,,9.5,9.523809524,11,10.8,10.76923077,522.4,498.1,514.7,499,517.8
Brazil,BRA,8358140,208504960,210166592,211782878,213196304,214326223,,49,34.3,53,52.4,54.6,51.3,0.759,0.764,0.766,0.758,0.754,51.6,,1.322869054,-3.8,1.220777824,4.619421621,4.619421621,3072.549644,3110.058649,2989.42954,3127.523895,15018.6824,15358.08949,14834.1937,16056.01617,1.783666761,4.619421621,,5.948480129,6.24105978,6.314040184,6.32047987,6.088510036,-,-,6.09,1392,866.1553955,853.3879395,11.4,60,,5.948480129,6.088510036,-,6.088510036,-,0.519060016,-,,12.82,11.5,11.93,13.69,14.40299988,0.7,100,,31,31,47,42,-0.41,-0.485006988,-0.29,-0.460291952,-0.11,-0.110795245,-0.28,-0.280396819,-0.53,-0.477816075,55.5,57.2,31.4,40,51.4,53.3,50,50,40.5,,2.37,2.16,2.19,2.06,2.057810839,0.75,,10.7,15.00974659,15,14.6,15.20467836,29261.8,28177.4,25906.9,19591.2,19187.1
Brunei,BRN,5265,430276,434274,438048,441725,445373,,-,-,-,-,-,-,0.853,0.83,0.83,0.83,0.829,72.5,,1.328602552,-0.2,3.869109865,-1.605545148,-1.59076248,25.90454465,26.90681994,27.21182848,26.77493029,61831.88885,64718.8325,65607.35075,66619.87094,0.052237791,-1.605545148,,3.353189945,-,4.425409794,-,-,-,-,-,2083,763.1456909,671.5626831,23.2,10,,3.353189945,-,-,-,-,0.770210028,1.681169987,,9.32,2,6.92,7.68,7.649000168,-,100,,6,7,22,21,1.19,1.168643951,1.14,1.454833269,0.72,0.993437648,0.65,0.890205741,0.71,1.25,57.1,51.6,45.4,61.1,64.2,64.8,50,50,37.5,,15.19,16.36,16.94,17.36,16.13215855,0.001,,9.1,9.090909091,9,9.1,9.090909091,346.7,357.7,414.7,436.5,453.3
Bulgaria,BGR,108489,7075947,7025037,6975761,6934015,6877743,,40.2,20.4,40.9,40.6,40.1,43.7,0.813,0.809,0.81,0.802,0.795,59.9,,2.76217096,3,4.038142206,4.177873584,7.634609716,155.9986094,162.2971969,155.1769757,161.6600735,23016.09064,24497.62727,24564.43768,26705.43886,2.684576131,4.177873584,,-,-,-,4.075270176,-,-,-,-,1492,689.9053955,697.8963623,5.8,320,,-,-,-,-,-,13.30496025,-,,6.16,8,4.23,5.12,5.423999786,0.3,99.69999695,,33,33,47,46,0.37,0.458269119,0.26,-0.139183074,0.63,0.448316187,-0.04,-0.043917593,-0.16,-0.235711768,42.5,61.1,38.2,45.6,68.3,71,60,60,36.3,,6.21,5.83,6.2,5.82,5.61085728,0.188,,23.8,23.75,26,26.7,23.75,720,961.3,2158.6,1074.1,1216.6
Burkina Faso,BFA,273800,19835858,20392723,20951639,21522626,22100683,,39.5,17.9,40.2,42.3,41.5,-,0.423,0.449,0.452,0.449,0.449,33.4,,6.203489411,4,5.688115149,6.906341673,6.906341673,41.82992927,44.20926381,45.06264623,48.17482655,2168.408706,2267.320963,2273.831365,2461.942845,6.604569068,6.906341673,,4.053299904,3.67008996,-,5.628469944,5.488609791,5.696845055,5.519075871,5.52,96,40.26911545,42.3445282,24.3,548,,4.559939861,5.488609791,5.519075871,5.488609791,5.52,20.65831947,24.50433922,,4.56,3,4.69,4.89,4.757999897,8.4,18.95723915,,23,23,37,30,-0.92,-1.63874197,-0.59,-0.726333022,-0.44,-0.46693927,-0.4,-0.438472688,-0.11,-0.059376009,47.1,36.3,31.8,41.4,60,58.3,40,40,23.3,,0.2,0.19,0.22,0.23,0.246046246,0.099,,11,11.02362205,13,6.3,6.299212598,191.1,305.8,357.9,382.5,458.3
Burundi,BDI,25680,11155593,11493472,11874838,12220227,12551213,,42.4,15.6,35.7,37.4,37.7,-,0.417,0.428,0.431,0.426,0.426,28.3,,0.500001262,-4.1,1.812565323,1.795299998,1.7953,8.510320913,8.664576039,8.692922797,8.848986839,779.7170375,783.1577656,771.1012372,793.2364344,1.609935421,1.795299998,,6.784520149,6.370540142,4.691999912,4.762020111,5.078649998,5.346684456,5.040983677,5.04,64,22.40539742,20.56754112,3.4,-,,-,5.078649998,5.040983677,5.078649998,5.04,6.390890121,10.11093998,,1.59,1.6,1.59,1.71,1.792000055,-,11.73555565,,4,4,14,10,-1.97,-1.363979816,-1.34,-1.331090689,-0.84,-0.984301567,-1.4,-1.29398632,-1.28,-1.580753326,21.7,7.1,26.2,12.2,50.9,39.4,30,30,26.7,,0.04,0.04,0.05,0.06,0.062442671,0.87,,36.4,36.36363636,36,38.2,38.21138211,63.9,65.4,84.7,67.5,68.4
Cabo Verde,CPV,4033,564954,571202,577030,582640,587925,,-,-,-,-,-,-,0.654,0.673,0.676,0.662,0.662,-,,3.702039188,1.8,5.66775246,6.952448694,6.952448694,3.732496854,3.944045537,3.360981311,3.594651813,7028.171433,7474.510419,6376.122279,7028.046846,4.531161684,6.952448694,,4.963870049,5.266910076,5.288790226,5.181749821,5.368846893,4.733459949,7.584794998,7.58,310,190.4555969,177.8902741,6.7,58,,4.963870049,5.368846893,7.584794998,5.368846893,7.584794998,6.44506979,-,,12.24,10.5,12.22,15.31,-,-,94.16174316,,37,38,53,54,0.9,-,0.16,-,-0.2,-,0.41,-,0.84,-,52,77.4,42.8,60.9,60,66.7,60,60,30.8,,0.91,0.98,1.04,1.07,1.181955675,0.307,,23.6,23.61111111,24,25,38.88888889,-,-,-,-,-
Cambodia,KHM,176515,15830689,16025238,16207746,16396860,16589023,,37.9,25.6,45.2,48.6,48,-,0.582,0.591,0.598,0.596,0.593,38.5,,6.996903699,6.9,7.054106932,3.026389363,3.026389363,67.58839299,72.35615051,70.11599922,72.23798236,4258.705237,4574.028452,4423.474631,4683.004749,7.469169207,3.026389363,,1.909389973,2.599999905,2.799999952,3.200000048,2.162859917,-,-,2.16,210,92.90358734,113.3104401,39.2,160,,1.90083003,2.162859917,-,2.162859917,-,9.309709549,10.84626007,,0.14,0.3,0.15,0.33,15.42300034,-,86.40000153,,10,5,20,19,0.17,-0.132115364,-0.66,-0.422636479,-0.5,-0.644233465,-1.06,-0.900165737,-1.29,-1.176956654,24.5,20.9,17.7,12.3,58.7,57.1,50,50,21.2,,0.55,0.71,0.8,0.91,0.98140655,0.477,,20.3,20,20,20,21.6,458.3,543.2,595.4,647,643.4
Cameroon,CMR,472710,24393181,25076747,25782341,26491087,27198628,,44.6,16.7,40.2,41.5,39.9,42.2,0.556,0.577,0.583,0.578,0.576,32.1,,3.541176549,5.9,3.475059979,3.486599241,3.649916886,93.59898947,96.85161049,97.32803784,100.7214765,3800.52695,3900.822515,3867.203808,4064.466895,3.95551424,3.486599241,,2.583960056,2.657919884,2.562340021,3.059629917,3.030960083,3.080876589,3.166161299,3.17,163,53.17176819,53.99584961,63.8,529,,-,3.030960083,3.166161299,3.030960083,3.166161299,-,-,,3.6,4.5,3.64,3.84,0.611999989,-,64.72136688,,9,6,13,9,-1.08,-1.406510592,-0.82,-0.875312626,-0.82,-0.922730327,-1.02,-1.097447872,-1.18,-1.09271419,29.4,10.9,23.4,19.9,51.9,52.9,50,50,21.6,,0.37,0.38,0.38,0.38,0.364424922,0.77,,31.1,31.11111111,31,33.9,33.88888889,408.2,429.9,422.3,393.3,443.3
Canada,CAN,9093507,36545236,37065084,37601230,38037204,38246108,,32.1,23.9,41.8,40.5,40.2,42,0.926,0.933,0.937,0.931,0.936,76.9,,3.039880225,1.2,1.879592028,4.562893863,4.540887309,1814.79849,1848.909298,1752.155425,1832.104417,49992.76228,49299.21177,46572.13743,52085.03569,2.777040554,4.562893863,,-,-,-,-,-,-,-,-,4600,5018.711426,5048.372559,3.926585474,10,,-,-,-,-,-,0.211909994,-,,6.34,7.1,5.66,9.46,3.86500001,-,100,,40,40,59,58,1.11,0.936902642,1.85,1.603892088,1.89,1.617245555,1.8,1.62713325,1.92,1.64609468,77.1,96.4,78.3,86.7,77.7,76.6,80,80,39.9,,15.65,15.42,15.54,15.65,15.43061283,0.647,,26.3,26.94610778,29,29,30.47337278,22269.7,22729.3,22394.9,23281.3,26449.2
Central African Republic,CAF,622984,4996741,5094780,5209324,5343020,5457154,,43.6,-,26.9,-,25.2,-,0.367,0.405,0.411,0.407,0.404,16.1,,4.527278213,4.3,3.1,0.900000007,0.900000007,4.354240946,4.489222415,4.529625417,4.570392046,955.402049,985.9877166,989.2187437,1020.533165,3.789443593,0.900000007,,2.220153332,1.91022861,1.754088998,1.753650188,1.565876007,1.768712282,2.166697025,2.17,32,53.6903801,37.19958115,4.4,829,,-,1.565876007,2.166697025,1.565876007,2.166697025,-,-,,5.65,6.9,5.62,6.36,7.510000229,-,15.46508408,,4,3,5,4,-1.94,-2.104535341,-1.77,-1.644267082,-1.48,-1.490334511,-1.73,-1.666709781,-1.17,-1.226334929,28.2,12.3,24.6,18.3,49.2,45.7,30,30,13.4,,0.04,0.04,0.04,0.05,0.050577648,0.862,,8.6,8.571428571,9,8.6,12.85714286,27.5,30.5,40.8,44.3,43.2
Chad,TCD,1259200,15085884,15604210,16126866,16644701,17179740,,43.3,12.8,31.8,31.5,30.4,-,0.404,0.398,0.403,0.397,0.394,20.4,,-2.98869599,1.8,3.247181917,-1.199990525,-1.19999052,24.39786788,25.19011103,24.78706756,24.4896251,1613.979598,1646.293573,1591.669953,1590.55299,2.3740378,-1.199990525,,2.599999905,2.400000095,2.299999952,2.454819918,2.25948,2.372459888,2.908510447,2.91,100,29.69879913,29.85083008,11.55072955,1140,,-,2.25948,2.908510447,2.25948,2.908510447,25.72126007,-,,1.12,5.8,1.12,1.74,1.881999969,8.4,11.08011723,,4,1,14,14,-1.34,-1.335539699,-1.46,-1.424023867,-1.21,-1.154978991,-1.3,-1.325092554,-1.43,-1.477722049,24.1,13.6,23.1,13.1,49.3,49.8,40,40,17.7,,0.17,0.15,0.14,0.14,0.141093412,-,,12.8,15.25423729,15,15.4,32.25806452,219.1,253.2,234.7,322.9,331
Chile,CHL,743812,18368577,18701450,19039485,19300315,19493184,,50.5,31.7,48.6,48.7,45.6,47.3,0.843,0.856,0.861,0.852,0.855,62.6,,1.357695373,2.1,0.770539584,11.6682247,11.6682247,468.8825687,472.4954945,444.2486551,496.0845864,25526.70552,25322.71106,25089.0313,29104.05809,3.990029478,11.6682247,,4.730949879,4.875309944,5.342010021,5.419660091,5.433169842,-,-,5.433169842,1903,1455.116699,1375.802979,5.5,13,,4.722819805,5.433169842,-,5.433169842,-,1.283869982,-,,6.96,6.6,7.29,11.18,9.128000259,0.4,100,,37,38,57,56,0.38,0.062636606,0.85,0.626065135,1.34,0.953365684,1.01,0.914349318,1.04,0.98372668,63.4,91.4,61.2,71.4,75.2,74.4,70,70,25,,4.6,4.78,4.74,4.63,4.821118299,0.447,,15.8,22.58064516,23,22.6,35.48387097,5370,5545.8,5182.2,5286.2,6230.4
China,CHN,9326410,1396215000,1402760000,1407745000,1411100000,1412360000,,46.5,25.7,41.7,41.8,41.9,45.6,0.752,0.755,0.762,0.764,0.768,50.8,,6.947200793,6.9,5.950500754,8.109792581,8.109792581,21229.36369,22492.61714,22996.3847,24861.3438,15495.54842,16652.0988,17189.28179,19338.23408,6.749773832,8.109792581,,3.726639986,3.82487011,3.79362011,3.667449951,3.542490005,3.539999962,3.569999933,3.57,762,501.0593872,535.1333618,57.9,29,,-,3.542490005,3.569999933,3.542490005,3.569999933,-,-,,4.44,4.6,4.52,5,4.816999912,0.1,100,,0,-2,14,11,-0.25,-0.481860131,0.42,0.840674877,-0.15,-0.313303292,-0.26,0.035164542,-0.27,0.053693742,65.4,37.4,47.3,39.3,57.8,48,20,20,30.7,,7.15,7.12,7.23,7.49,7.605936961,0.25,,24.2,24.89932886,25,24.9,24.94117647,210443,232530.6,240332.6,257973.4,293351.9
Colombia,COL,1038700,48351671,49276961,50187406,50930662,51516562,,51.1,40.7,58.7,57.5,60.2,55.8,0.843,0.763,0.768,0.756,0.752,49.1,,1.359360868,3.1,3.186855392,10.5632927,10.67701307,710.8908444,733.5459076,681.8444829,753.8697113,15044.05534,15673.09435,14868.46982,16893.81718,2.564324283,10.5632927,,4.629459858,4.470389843,4.477210045,4.535510063,4.449100018,4.506219864,4.933100224,4.93,853,513.1586914,495.3297119,47.2,83,,4.665160179,4.449100018,4.933100224,4.449100018,4.933100224,2.282979965,1.20878005,,8.87,9.9,9.96,15.04,14.33600044,5.6,100,,29,29,36,35,-0.79,-0.914076626,-0.07,-0.014559229,0.34,0.220075607,-0.36,-0.452087343,-0.37,-0.344050169,36.4,59.1,33.4,42,68.9,65.1,70,70,29.2,,1.7,1.74,1.55,1.59,1.609870831,0.694,,18.7,18.12865497,19,18.3,18.82352941,10018,10134.7,10167.5,9554.1,10180.1
Comoros,COM,2235,761664,776313,790986,806166,821625,,55.9,23.1,-,38.1,42.4,-,0.752,0.557,0.56,0.562,0.558,-,,3.815762877,1,1.760780239,2.347803566,2.112195577,2.557820893,2.60285864,2.595230973,2.656161898,3146.531646,3188.083106,3147.856597,3284.401492,3.642451147,2.347803566,,2.744729996,2.545059919,-,-,-,-,-,-,121,69.41635895,72.32379913,12.2,273,,4.864930153,-,-,-,-,18.1545105,-,,8.09,20,8.08,9.22,9.44699955,-,86.73713684,,24,16,31,26,0.03,-0.227460593,-1.57,-1.790166259,-1.04,-1.2474581,-1.05,-1.2248559,-0.68,-1.287278533,28.2,21.2,27.5,20.1,56.2,50.4,30,30,27.2,,0.26,0.29,0.37,0.39,0.376076363,0.037,,6.1,6.060606061,6,16.7,16.66666667,-,-,-,-,-
Congo (Dem. Rep.),COD,2267048,84283273,87087355,89906890,92853164,95894118,,42.1,-,44.6,48.8,40.5,-,0.457,0.578,0.57,0.574,0.479,24.8,,3.726947653,7.7,4.384528881,5.712203681,6.200154011,91.28901044,95.29160347,96.94531565,102.4830295,1111.835806,1144.287321,1141.726007,1218.768128,5.8211211,5.712203681,,1.951429963,2.170439959,2.118690014,1.454949975,-,-,2.450000048,2.7,34,18.52062225,20.57073212,33,473,,-,-,2.700000048,-,2.700000048,-,-,,4.47,3.6,4.45,5.27,5.426000118,-,19.10000038,,2,2,19,15,-2.3,-1.614666939,-1.63,-1.71887815,-1.47,-1.422889113,-1.69,-1.70383513,-1.42,-1.55,23.9,13.2,27.3,11.8,52.1,47.6,20,20,13.2,,0.04,0.03,0.03,0.04,0.036985586,0.546,,8.9,8.943089431,10,12.8,12.8,295.2,295.3,352.7,362.1,306.1
Congo (Rep.),COG,341500,5312340,5441062,5570733,5702174,5835806,,48.9,18.8,39.4,-,47.2,-,0.606,0.48,0.482,0.479,0.571,32.7,,-4.38253095,2.5,-0.08688596,-3.5,-2.20000261,20.60210245,20.58420211,19.29988795,18.62439187,4022.278572,3987.163642,3689.111729,3616.864508,-4.805351558,-3.5,,3.183710098,3.282579899,5.239999771,4.450520039,2.995480061,3.575389862,4.448618889,4.45,203,49.46409988,48.55877304,11.4,378,,-,2.995480061,4.448618889,2.995480061,4.448618889,15.6294899,-,,20.56,11.2,20.62,22.84,23.01099968,-,49.51710129,,4,4,13,15,-0.53,-0.606616318,-1.19,-1.551096678,-1.33,-1.354569435,-1.1,-1.135856986,-1.33,-1.37,28.2,14.9,24.6,13.4,38.9,48.5,30,30,47.1,,1.12,1.06,1.02,1.19,1.349316017,0.998,,11.3,11.25827815,11,11.3,11.25827815,371.9,292.3,300,298.4,313.1
Costa Rica,CRI,51060,4993842,5040734,5084532,5123105,5153957,,48.5,44.7,64.2,63.3,62.1,-,0.794,0.811,0.819,0.816,0.809,58.9,,4.157698963,3.7,2.417511818,7.579565299,7.579565299,103.3515645,105.8501008,101.5622104,109.2601845,21319.04399,22632.44207,22243.80196,23387.13223,2.615904404,7.579565299,,6.67952013,6.87349987,6.893959999,7.069809914,6.769919872,6.7958498,6.710669994,6.71,1286,909.6730957,921.5857544,14.04995218,27,,6.858910084,6.769919872,6.710669994,6.769919872,6.7958498,0.119230002,0.073770002,,8.14,9,11.49,17.41,17.95400047,0.9,99.90000153,,38,38,53,53,0.51,0.872772753,0.25,0.25731039,0.45,0.45639354,0.45,0.451845199,0.47,0.495704889,57.8,78.4,51.8,63.1,65.6,65.4,50,50,19.3,,1.54,1.63,1.65,1.66,1.632471558,0.991,,35.1,45.61403509,46,45.6,45.61403509,0,0,0,0,0
Cote d'Ivoire,CIV,318003,24848016,25493988,26147551,26811790,27478249,,41.5,14.4,38,39.1,39.6,39.4,0.794,0.542,0.55,0.551,0.55,30.5,,7.359638088,8.6,6.231709513,7.021501836,7.03796,126.1854183,134.048927,136.6740506,146.2706216,5153.729184,5432.547727,5465.068781,5939.764136,6.89028432,7.021501836,,3.314169884,3.494159937,3.97232008,3.80347991,3.239939928,3.71638155,3.443016052,3.44,190,72.17318726,75.08779144,48.3,617,,4.577429771,3.239939928,3.443016052,3.239939928,3.44,6.181469917,3.336088419,,3.27,9.3,3.32,3.49,3.467999935,2.4,69.67912292,,19,19,32,30,-1.09,-0.952860296,-0.74,-0.501908422,-0.36,-0.256431401,-0.63,-0.633732677,-0.52,-0.37,44.2,30,36.6,33.8,62,61.6,50,50,22.6,,0.42,0.4,0.42,0.4,0.421129515,-,,10.6,10.58823529,11,11.4,14.17322835,501.6,607.8,536,607.2,637.7
Croatia,HRV,55974,4124531,4087843,4065253,4047680,3899000,,30.8,30.2,44.2,45.5,46.2,52,0.831,0.856,0.861,0.855,0.858,64.5,,3.412467822,1.6,3.42100553,10.44887245,13.07220492,115.2458129,119.2586094,109.5989468,121.0508009,28877.23828,30543.93375,28780.31674,33800.55148,2.900009599,10.44887245,,-,-,-,3.854759932,3.907550097,-,-,-,1656,1014.222351,1040.085693,46.7,8,,-,3.907550097,-,3.907550097,-,1.617799997,-,,11.21,13.5,6.62,7.51,8.682999611,0.2,100,,37,36,49,49,0.75,0.707874298,0.58,0.591041088,0.42,0.502004385,0.33,0.302556723,0.19,0.061275687,56.5,69.9,40.5,50,61,67.6,60,60,47.4,,3.95,4.04,4.22,4.02,4.063707833,0.685,,18.5,18.54304636,21,31.1,31.12582781,920.8,966.4,1001.8,1013,1739.8
Cuba,CUB,109820,11336405,11328244,11316697,11300698,11256372,,-,-,-,-,-,-,0.777,0.783,0.788,0.781,0.764,-,,1.809054399,4.3,-0.16483998,-10.94834097,1.254092864,0,0,0,0,-,-,-,-,2.248480393,-10.95,,-,-,-,-,-,-,-,-,-,986.9373169,1031.921753,-,36,,-,-,-,-,-,2.155580044,0.197510004,,1.7,2.9,1.74,2.62,2.756000042,-,100,,1,1,13,11,0.69,0.427318871,-0.2,-0.215295181,-1.33,-1.443354964,-0.43,-0.404114395,0.27,-0.009721875,10,15.6,38.1,39.9,31.9,29.5,10,10,62.4,,2.58,2.4,2.31,2.36,2.286146065,0.042,,48.9,53.2231405,53,53.2,53.41296928,122.6,128.6,-,-,-
Cyprus,CYP,9241,1208523,1218831,1228836,1237537,1244188,,34.8,30.7,49.5,50.5,49.4,52.7,0.869,0.892,0.897,0.894,0.896,65.9,,5.733476139,1.6,5.529428549,5.512685364,6.638926968,34.78270777,36.62034341,34.79507832,36.71322151,40559.125,42338.87891,39593.42578,42556.10938,5.692841724,5.512685364,,6.440499783,6.326129913,6.145410061,5.718530178,-,-,-,-,2137,1981.778442,1996.458252,2.3,6,,-,-,-,-,-,0.575219989,-,,11.05,11.7,7.07,7.59,6.130000114,0.2,100,,38,38,56,55,0.6,0.443113804,0.92,0.736126184,1.03,0.859048605,0.88,0.63703239,0.78,0.394521177,56.7,90.9,41.3,62.9,67.8,72.9,60,60,39.6,,5.77,6.03,6.09,5.91,5.998795283,0.092,,17.9,17.85714286,18,19.6,14.28571429,359.1,450.4,463.6,483.4,517.5
Czech Republic,CZE,77247,10594438,10629928,10671870,10697858,10505772,,-,27.3,45.7,46.9,46.8,48.6,0.888,0.894,0.897,0.892,0.889,71.1,,5.168724304,4.2,3.029878663,3.342653009,3.544223443,424.4848318,437.3445075,411.988087,425.7594192,41135.49298,42847.00474,41608.02535,44260.85647,3.198656101,3.342653009,,3.965229988,5.751820087,5.553730011,3.806159973,4.26692009,-,-,4.26692009,2470,1765.588623,1844.217773,3.1,3,,-,4.26692009,-,4.26692009,4.27,0.410930008,-,,2.89,4,2.01,2.55,2.887000084,-,100,,37,36,56,55,1.02,0.957600653,1.02,1.110251784,1.23,1.348507047,1.12,1.126015306,0.57,0.641104996,57.9,81.8,51.1,59.6,74.2,74.4,80,80,41.4,,9.4,9.63,9.61,9.49,9.022786158,0.121,,20,22,23,22.5,25,2077.7,2710,2910.3,3252.5,3935.6
Denmark,DNK,42434,5764980,5793636,5814422,5831404,5856733,,29,32.7,45.4,45.2,45.3,47.7,0.929,0.942,0.946,0.947,0.948,82,,2.821736341,1.2,1.493486959,4.693433017,4.855707586,325.4793711,332.3621669,325.5084437,340.7859645,57482.9624,58700.97467,60229.91477,64651.21645,1.989537315,4.693433017,,7.634850025,-,-,7.752439976,6.792779922,-,-,6.792779922,5083,6216.768555,6003.325195,27.9,4,,-,6.792779922,-,6.792779922,6.79,0.60374999,-,,5.83,6.1,5.02,5.64,4.797999859,0.2,100,,40,40,57,57,0.87,0.949907005,1.8,2.004073381,1.62,1.808820605,1.86,1.936437488,2.19,2.366175175,83.6,89.6,84.1,99.5,76.6,78,80,80,54.6,,5.93,6.17,5.75,5.72,5.107988509,0.694,,37.4,37.4301676,39,39.7,39.66480447,3764,4558.7,4556.8,4980.4,5391.2
